CSL.UPX.DEL.M.NRM l
VAR.MFC.DEL.A.NRM řžy
VAR.MFC.DEL.A.RPV řžn
VAR.MFC.PRX.M.NRM řžt
VAR.MFC.PRX.M.RPV řžtl
VAR.MFC.PRX.G.NRM řžtr
VAR.MFC.PRX.G.RPV řžtř
VAR.MFC.PRX.N.NRM řžtw
VAR.MFC.PRX.N.RPV řžth
VAR.MFC.PRX.A.NRM řžty
VAR.MFC.PRX.A.RPV řžtç
VAR.MFC.ICP.M.NRM řžk
VAR.MFC.ICP.M.RPV řžkl
VAR.MFC.ICP.G.NRM řžkr
VAR.MFC.ICP.G.RPV řžkř
VAR.MFC.ICP.N.NRM řžkw
VAR.MFC.ICP.N.RPV řžkh
VAR.MFC.ICP.A.NRM řžky
VAR.MFC.ICP.A.RPV řžkç
VAR.MFC.ATV.M.NRM řžp
VAR.MFC.ATV.M.RPV řžpl
VAR.MFC.ATV.G.NRM řžpr
VAR.MFC.ATV.G.RPV řžpř
VAR.MFC.ATV.N.NRM řžpw
VAR.MFC.ATV.N.RPV řžph
VAR.MFC.ATV.A.NRM řžpy
VAR.MFC.ATV.A.RPV řžpç
VAR.MFC.GRA.M.NRM řžg
VAR.MFC.GRA.M.RPV řžgl
VAR.MFC.GRA.G.NRM řžgr
VAR.MFC.GRA.G.RPV řžgř
VAR.MFC.GRA.N.NRM řžgw
VAR.MFC.GRA.N.RPV řžx
VAR.MFC.GRA.A.NRM řžgy
VAR.MFC.GRA.A.RPV řžň
VAR.MFC.DPL.M.NRM řžb
VAR.MFC.DPL.M.RPV řžbl
VAR.MFC.DPL.G.NRM řžbr
VAR.MFC.DPL.G.RPV řžbř
VAR.MFC.DPL.N.NRM řžbw
VAR.MFC.DPL.N.RPV řžv
VAR.MFC.DPL.A.NRM řžby
VAR.MFC.DPL.A.RPV řžḑ
VAR.MFF.DEL.M.NRM řż
VAR.MFF.DEL.M.RPV řżl
VAR.MFF.DEL.G.NRM řżr
VAR.MFF.DEL.G.RPV řżř
VAR.MFF.DEL.N.NRM řżw
VAR.MFF.DEL.N.RPV řżm
VAR.MFF.DEL.A.NRM řży
VAR.MFF.DEL.A.RPV řżn
VAR.MFF.PRX.M.NRM řżt
VAR.MFF.PRX.M.RPV řżtl
VAR.MFF.PRX.G.NRM řżtr
VAR.MFF.PRX.G.RPV řżtř
VAR.MFF.PRX.N.NRM řżtw
VAR.MFF.PRX.N.RPV řżth
VAR.MFF.PRX.A.NRM řżty
VAR.MFF.PRX.A.RPV řżtç
VAR.MFF.ICP.M.NRM řżk
VAR.MFF.ICP.M.RPV řżkl
VAR.MFF.ICP.G.NRM řżkr
VAR.MFF.ICP.G.RPV řżkř
VAR.MFF.ICP.N.NRM řżkw
VAR.MFF.ICP.N.RPV řżkh
VAR.MFF.ICP.A.NRM řżky
VAR.MFF.ICP.A.RPV řżkç
VAR.MFF.ATV.M.NRM řżp
VAR.MFF.ATV.M.RPV řżpl
VAR.MFF.ATV.G.NRM řżpr
VAR.MFF.ATV.G.RPV řżpř
VAR.MFF.ATV.N.NRM řżpw
VAR.MFF.ATV.N.RPV řżph
VAR.MFF.ATV.A.NRM řżpy
VAR.MFF.ATV.A.RPV řżpç
VAR.MFF.GRA.M.NRM řżg
VAR.MFF.GRA.M.RPV řżgl
VAR.MFF.GRA.G.NRM řżgr
VAR.MFF.GRA.G.RPV řżgř
VAR.MFF.GRA.N.NRM řżgw
VAR.MFF.GRA.N.RPV řżx
VAR.MFF.GRA.A.NRM řżgy
VAR.MFF.GRA.A.RPV řżň
VAR.MFF.DPL.M.NRM řżb
VAR.MFF.DPL.M.RPV řżbl
VAR.MFF.DPL.G.NRM řżbr
VAR.MFF.DPL.G.RPV řżbř
VAR.MFF.DPL.N.NRM řżbw
VAR.MFF.DPL.N.RPV řżv
VAR.MFF.DPL.A.NRM řżby
VAR.MFF.DPL.A.RPV řżḑ
VAR.DSS.DEL.M.NRM řc
VAR.DSS.DEL.M.RPV řcl
VAR.DSS.DEL.G.NRM řcr
VAR.DSS.DEL.G.RPV řcř
VAR.DSS.DEL.N.NRM řcw
VAR.DSS.DEL.N.RPV řcm
VAR.DSS.DEL.A.NRM řcy
VAR.DSS.DEL.A.RPV řcn
VAR.DSS.PRX.M.NRM řct
VAR.DSS.PRX.M.RPV řctl
VAR.DSS.PRX.G.NRM řctr
VAR.DSS.PRX.G.RPV řctř
VAR.DSS.PRX.N.NRM řctw
VAR.DSS.PRX.N.RPV řcth
VAR.DSS.PRX.A.NRM řcty
VAR.DSS.PRX.A.RPV řctç
VAR.DSS.ICP.M.NRM řck
VAR.DSS.ICP.M.RPV řckl
VAR.DSS.ICP.G.NRM řckr
VAR.DSS.ICP.G.RPV řckř
VAR.DSS.ICP.N.NRM řckw
VAR.DSS.ICP.N.RPV řckh
VAR.DSS.ICP.A.NRM řcky
VAR.DSS.ICP.A.RPV řckç
VAR.DSS.ATV.M.NRM řcp
VAR.DSS.ATV.M.RPV řcpl
VAR.DSS.ATV.G.NRM řcpr
VAR.DSS.ATV.G.RPV řcpř
VAR.DSS.ATV.N.NRM řcpw
VAR.DSS.ATV.N.RPV řcph
VAR.DSS.ATV.A.NRM řcpy
VAR.DSS.ATV.A.RPV řcpç
VAR.DSS.GRA.M.NRM řcg
VAR.DSS.GRA.M.RPV řcgl
VAR.DSS.GRA.G.NRM řcgr
VAR.DSS.GRA.G.RPV řcgř
VAR.DSS.GRA.N.NRM řcgw
VAR.DSS.GRA.N.RPV řcx
VAR.DSS.GRA.A.NRM řcgy
VAR.DSS.GRA.A.RPV řcň
VAR.DSS.DPL.M.NRM řcb
VAR.DSS.DPL.M.RPV řcbl
VAR.DSS.DPL.G.NRM řcbr
VAR.DSS.DPL.G.RPV řcbř
VAR.DSS.DPL.N.NRM řcbw
VAR.DSS.DPL.N.RPV řcv
VAR.DSS.DPL.A.NRM řcby
VAR.DSS.DPL.A.RPV řcḑ
VAR.DSC.DEL.M.NRM řks
VAR.DSC.DEL.M.RPV řksl
VAR.DSC.DEL.G.NRM řksr
VAR.DSC.DEL.G.RPV řksř
VAR.DSC.DEL.N.NRM řksw
VAR.DSC.DEL.N.RPV řksm
VAR.DSC.DEL.A.NRM řksy
VAR.DSC.DEL.A.RPV řksn
VAR.DSC.PRX.M.NRM řkst
VAR.DSC.PRX.M.RPV řkstl
VAR.DSC.PRX.G.NRM řkstr
VAR.DSC.PRX.G.RPV řkstř
VAR.DSC.PRX.N.NRM řkstw
VAR.DSC.PRX.N.RPV řksth
VAR.DSC.PRX.A.NRM řksty
VAR.DSC.PRX.A.RPV řkstç
VAR.DSC.ICP.M.NRM řksk
VAR.DSC.ICP.M.RPV řkskl
VAR.DSC.ICP.G.NRM řkskr
VAR.DSC.ICP.G.RPV řkskř
VAR.DSC.ICP.N.NRM řkskw
VAR.DSC.ICP.N.RPV řkskh
VAR.DSC.ICP.A.NRM řksky
VAR.DSC.ICP.A.RPV řkskç
VAR.DSC.ATV.M.NRM řksp
VAR.DSC.ATV.M.RPV řkspl
VAR.DSC.ATV.G.NRM řkspr
VAR.DSC.ATV.G.RPV řkspř
VAR.DSC.ATV.N.NRM řkspw
VAR.DSC.ATV.N.RPV řksph
VAR.DSC.ATV.A.NRM řkspy
VAR.DSC.ATV.A.RPV řkspç
VAR.DSC.GRA.M.NRM řksg
VAR.DSC.GRA.M.RPV řksgl
VAR.DSC.GRA.G.NRM řksgr
VAR.DSC.GRA.G.RPV řksgř
VAR.DSC.GRA.N.NRM řksgw
VAR.DSC.GRA.N.RPV řksx
VAR.DSC.GRA.A.NRM řksgy
VAR.DSC.GRA.A.RPV řksň
VAR.DSC.DPL.M.NRM řksb
VAR.DSC.DPL.M.RPV řksbl
VAR.DSC.DPL.G.NRM řksbr
VAR.DSC.DPL.G.RPV řksbř
VAR.DSC.DPL.N.NRM řksbw
VAR.DSC.DPL.N.RPV řksv
VAR.DSC.DPL.A.NRM řksby
VAR.DSC.DPL.A.RPV řksḑ
VAR.DSF.DEL.M.NRM řps
VAR.DSF.DEL.M.RPV řpsl
VAR.DSF.DEL.G.NRM řpsr
VAR.DSF.DEL.G.RPV řpsř
VAR.DSF.DEL.N.NRM řpsw
VAR.DSF.DEL.N.RPV řpsm
VAR.DSF.DEL.A.NRM řpsy
VAR.DSF.DEL.A.RPV řpsn
VAR.DSF.PRX.M.NRM řpst
VAR.DSF.PRX.M.RPV řpstl
VAR.DSF.PRX.G.NRM řpstr
VAR.DSF.PRX.G.RPV řpstř
VAR.DSF.PRX.N.NRM řpstw
VAR.DSF.PRX.N.RPV řpsth
VAR.DSF.PRX.A.NRM řpsty
VAR.DSF.PRX.A.RPV řpstç
VAR.DSF.ICP.M.NRM řpsk
VAR.DSF.ICP.M.RPV řpskl
VAR.DSF.ICP.G.NRM řpskr
VAR.DSF.ICP.G.RPV řpskř
VAR.DSF.ICP.N.NRM řpskw
VAR.DSF.ICP.N.RPV řpskh
VAR.DSF.ICP.A.NRM řpsky
VAR.DSF.ICP.A.RPV řpskç
VAR.DSF.ATV.M.NRM řpsp
VAR.DSF.ATV.M.RPV řpspl
VAR.DSF.ATV.G.NRM řpspr
VAR.DSF.ATV.G.RPV řpspř
VAR.DSF.ATV.N.NRM řpspw
VAR.DSF.ATV.N.RPV řpsph
VAR.DSF.ATV.A.NRM řpspy
VAR.DSF.ATV.A.RPV řpspç
VAR.DSF.GRA.M.NRM řpsg
VAR.DSF.GRA.M.RPV řpsgl
VAR.DSF.GRA.G.NRM řpsgr
VAR.DSF.GRA.G.RPV řpsgř
VAR.DSF.GRA.N.NRM řpsgw
VAR.DSF.GRA.N.RPV řpsx
VAR.DSF.GRA.A.NRM řpsgy
VAR.DSF.GRA.A.RPV řpsň
VAR.DSF.DPL.M.NRM řpsb
VAR.DSF.DPL.M.RPV řpsbl
VAR.DSF.DPL.G.NRM řpsbr
VAR.DSF.DPL.G.RPV řpsbř
VAR.DSF.DPL.N.NRM řpsbw
VAR.DSF.DPL.N.RPV řpsv
VAR.DSF.DPL.A.NRM řpsby
VAR.DSF.DPL.A.RPV řpsḑ
VAR.DDS.DEL.M.NRM řţs
VAR.DDS.DEL.M.RPV řţsl
VAR.DDS.DEL.G.NRM řţsr
VAR.DDS.DEL.G.RPV řţsř
VAR.DDS.DEL.N.NRM řţsw
VAR.DDS.DEL.N.RPV řţsm
VAR.DDS.DEL.A.NRM řţsy
VAR.DDS.DEL.A.RPV řţsn
VAR.DDS.PRX.M.NRM řţst
VAR.DDS.PRX.M.RPV řţstl
VAR.DDS.PRX.G.NRM řţstr
VAR.DDS.PRX.G.RPV řţstř
VAR.DDS.PRX.N.NRM řţstw
VAR.DDS.PRX.N.RPV řţsth
VAR.DDS.PRX.A.NRM řţsty
VAR.DDS.PRX.A.RPV řţstç
VAR.DDS.ICP.M.NRM řţsk
VAR.DDS.ICP.M.RPV řţskl
VAR.DDS.ICP.G.NRM řţskr
VAR.DDS.ICP.G.RPV řţskř
VAR.DDS.ICP.N.NRM řţskw
VAR.DDS.ICP.N.RPV řţskh
VAR.DDS.ICP.A.NRM řţsky
VAR.DDS.ICP.A.RPV řţskç
VAR.DDS.ATV.M.NRM řţsp
VAR.DDS.ATV.M.RPV řţspl
VAR.DDS.ATV.G.NRM řţspr
VAR.DDS.ATV.G.RPV řţspř
VAR.DDS.ATV.N.NRM řţspw
VAR.DDS.ATV.N.RPV řţsph
VAR.DDS.ATV.A.NRM řţspy
VAR.DDS.ATV.A.RPV řţspç
VAR.DDS.GRA.M.NRM řţsg
VAR.DDS.GRA.M.RPV řţsgl
VAR.DDS.GRA.G.NRM řţsgr
VAR.DDS.GRA.G.RPV řţsgř
VAR.DDS.GRA.N.NRM řţsgw
VAR.DDS.GRA.N.RPV řţsx
VAR.DDS.GRA.A.NRM řţsgy
VAR.DDS.GRA.A.RPV řţsň
VAR.DDS.DPL.M.NRM řţsb
VAR.DDS.DPL.M.RPV řţsbl
VAR.DDS.DPL.G.NRM řţsbr
VAR.DDS.DPL.G.RPV řţsbř
VAR.DDS.DPL.N.NRM řţsbw
VAR.DDS.DPL.N.RPV řţsv
VAR.DDS.DPL.A.NRM řţsby
VAR.DDS.DPL.A.RPV řţsḑ
VAR.DDC.DEL.M.NRM řfs
VAR.DDC.DEL.M.RPV řfsl
VAR.DDC.DEL.G.NRM řfsr
VAR.DDC.DEL.G.RPV řfsř
VAR.DDC.DEL.N.NRM řfsw
VAR.DDC.DEL.N.RPV řfsm
VAR.DDC.DEL.A.NRM řfsy
VAR.DDC.DEL.A.RPV řfsn
VAR.DDC.PRX.M.NRM řfst
VAR.DDC.PRX.M.RPV řfstl
VAR.DDC.PRX.G.NRM řfstr
VAR.DDC.PRX.G.RPV řfstř
VAR.DDC.PRX.N.NRM řfstw
VAR.DDC.PRX.N.RPV řfsth
VAR.DDC.PRX.A.NRM řfsty
VAR.DDC.PRX.A.RPV řfstç
VAR.DDC.ICP.M.NRM řfsk
VAR.DDC.ICP.M.RPV řfskl
VAR.DDC.ICP.G.NRM řfskr
VAR.DDC.ICP.G.RPV řfskř
VAR.DDC.ICP.N.NRM řfskw
VAR.DDC.ICP.N.RPV řfskh
VAR.DDC.ICP.A.NRM řfsky
VAR.DDC.ICP.A.RPV řfskç
VAR.DDC.ATV.M.NRM řfsp
VAR.DDC.ATV.M.RPV řfspl
VAR.DDC.ATV.G.NRM řfspr
VAR.DDC.ATV.G.RPV řfspř
VAR.DDC.ATV.N.NRM řfspw
VAR.DDC.ATV.N.RPV řfsph
VAR.DDC.ATV.A.NRM řfspy
VAR.DDC.ATV.A.RPV řfspç
VAR.DDC.GRA.M.NRM řfsg
VAR.DDC.GRA.M.RPV řfsgl
VAR.DDC.GRA.G.NRM řfsgr
VAR.DDC.GRA.G.RPV řfsgř
VAR.DDC.GRA.N.NRM řfsgw
VAR.DDC.GRA.N.RPV řfsx
VAR.DDC.GRA.A.NRM řfsgy
VAR.DDC.GRA.A.RPV řfsň
VAR.DDC.DPL.M.NRM řfsb
VAR.DDC.DPL.M.RPV řfsbl
VAR.DDC.DPL.G.NRM řfsbr
VAR.DDC.DPL.G.RPV řfsbř
VAR.DDC.DPL.N.NRM řfsbw
VAR.DDC.DPL.N.RPV řfsv
VAR.DDC.DPL.A.NRM řfsby
VAR.DDC.DPL.A.RPV řfsḑ
VAR.DDF.DEL.M.NRM řš
VAR.DDF.DEL.M.RPV řšl
VAR.DDF.DEL.G.NRM řšr
VAR.DDF.DEL.G.RPV řšř
VAR.DDF.DEL.N.NRM řšw
VAR.DDF.DEL.N.RPV řšm
VAR.DDF.DEL.A.NRM řšy
VAR.DDF.DEL.A.RPV řšn
VAR.DDF.PRX.M.NRM řšt
VAR.DDF.PRX.M.RPV řštl
VAR.DDF.PRX.G.NRM řštr
VAR.DDF.PRX.G.RPV řštř
VAR.DDF.PRX.N.NRM řštw
VAR.DDF.PRX.N.RPV řšth
VAR.DDF.PRX.A.NRM řšty
VAR.DDF.PRX.A.RPV řštç
VAR.DDF.ICP.M.NRM řšk
VAR.DDF.ICP.M.RPV řškl
VAR.DDF.ICP.G.NRM řškr
VAR.DDF.ICP.G.RPV řškř
VAR.DDF.ICP.N.NRM řškw
VAR.DDF.ICP.N.RPV řškh
VAR.DDF.ICP.A.NRM řšky
VAR.DDF.ICP.A.RPV řškç
VAR.DDF.ATV.M.NRM řšp
VAR.DDF.ATV.M.RPV řšpl
VAR.DDF.ATV.G.NRM řšpr
VAR.DDF.ATV.G.RPV řšpř
VAR.DDF.ATV.N.NRM řšpw
VAR.DDF.ATV.N.RPV řšph
VAR.DDF.ATV.A.NRM řšpy
VAR.DDF.ATV.A.RPV řšpç
VAR.DDF.GRA.M.NRM řšg
VAR.DDF.GRA.M.RPV řšgl
VAR.DDF.GRA.G.NRM řšgr
VAR.DDF.GRA.G.RPV řšgř
VAR.DDF.GRA.N.NRM řšgw
VAR.DDF.GRA.N.RPV řšx
VAR.DDF.GRA.A.NRM řšgy
VAR.DDF.GRA.A.RPV řšň
VAR.DDF.DPL.M.NRM řšb
VAR.DDF.DPL.M.RPV řšbl
VAR.DDF.DPL.G.NRM řšbr
VAR.DDF.DPL.G.RPV řšbř
VAR.DDF.DPL.N.NRM řšbw
VAR.DDF.DPL.N.RPV řšv
VAR.DDF.DPL.A.NRM řšby
VAR.DDF.DPL.A.RPV řšḑ
VAR.DFS.DEL.M.NRM řč
VAR.DFS.DEL.M.RPV řčl
VAR.DFS.DEL.G.NRM řčr
VAR.DFS.DEL.G.RPV řčř
VAR.DFS.DEL.N.NRM řčw
VAR.DFS.DEL.N.RPV řčm
VAR.DFS.DEL.A.NRM řčy
VAR.DFS.DEL.A.RPV řčn
VAR.DFS.PRX.M.NRM řčt
VAR.DFS.PRX.M.RPV řčtl
VAR.DFS.PRX.G.NRM řčtr
VAR.DFS.PRX.G.RPV řčtř
VAR.DFS.PRX.N.NRM řčtw
VAR.DFS.PRX.N.RPV řčth
VAR.DFS.PRX.A.NRM řčty
VAR.DFS.PRX.A.RPV řčtç
VAR.DFS.ICP.M.NRM řčk
VAR.DFS.ICP.M.RPV řčkl
VAR.DFS.ICP.G.NRM řčkr
VAR.DFS.ICP.G.RPV řčkř
VAR.DFS.ICP.N.NRM řčkw
VAR.DFS.ICP.N.RPV řčkh
VAR.DFS.ICP.A.NRM řčky
VAR.DFS.ICP.A.RPV řčkç
VAR.DFS.ATV.M.NRM řčp
VAR.DFS.ATV.M.RPV řčpl
VAR.DFS.ATV.G.NRM řčpr
VAR.DFS.ATV.G.RPV řčpř
VAR.DFS.ATV.N.NRM řčpw
VAR.DFS.ATV.N.RPV řčph
VAR.DFS.ATV.A.NRM řčpy
VAR.DFS.ATV.A.RPV řčpç
VAR.DFS.GRA.M.NRM řčg
VAR.DFS.GRA.M.RPV řčgl
VAR.DFS.GRA.G.NRM řčgr
VAR.DFS.GRA.G.RPV řčgř
VAR.DFS.GRA.N.NRM řčgw
VAR.DFS.GRA.N.RPV řčx
VAR.DFS.GRA.A.NRM řčgy
VAR.DFS.GRA.A.RPV řčň
VAR.DFS.DPL.M.NRM řčb
VAR.DFS.DPL.M.RPV řčbl
VAR.DFS.DPL.G.NRM řčbr
VAR.DFS.DPL.G.RPV řčbř
VAR.DFS.DPL.N.NRM řčbw
VAR.DFS.DPL.N.RPV řčv
VAR.DFS.DPL.A.NRM řčby
VAR.DFS.DPL.A.RPV řčḑ
VAR.DFC.DEL.M.NRM řkš
VAR.DFC.DEL.M.RPV řkšl
VAR.DFC.DEL.G.NRM řkšr
VAR.DFC.DEL.G.RPV řkšř
VAR.DFC.DEL.N.NRM řkšw
VAR.DFC.DEL.N.RPV řkšm
VAR.DFC.DEL.A.NRM řkšy
VAR.DFC.DEL.A.RPV řkšn
VAR.DFC.PRX.M.NRM řkšt
VAR.DFC.PRX.M.RPV řkštl
VAR.DFC.PRX.G.NRM řkštr
VAR.DFC.PRX.G.RPV řkštř
VAR.DFC.PRX.N.NRM řkštw
VAR.DFC.PRX.N.RPV řkšth
VAR.DFC.PRX.A.NRM řkšty
VAR.DFC.PRX.A.RPV řkštç
VAR.DFC.ICP.M.NRM řkšk
VAR.DFC.ICP.M.RPV řkškl
VAR.DFC.ICP.G.NRM řkškr
VAR.DFC.ICP.G.RPV řkškř
VAR.DFC.ICP.N.NRM řkškw
VAR.DFC.ICP.N.RPV řkškh
VAR.DFC.ICP.A.NRM řkšky
VAR.DFC.ICP.A.RPV řkškç
VAR.DFC.ATV.M.NRM řkšp
VAR.DFC.ATV.M.RPV řkšpl
VAR.DFC.ATV.G.NRM řkšpr
VAR.DFC.ATV.G.RPV řkšpř
VAR.DFC.ATV.N.NRM řkšpw
VAR.DFC.ATV.N.RPV řkšph
VAR.DFC.ATV.A.NRM řkšpy
VAR.DFC.ATV.A.RPV řkšpç
VAR.DFC.GRA.M.NRM řkšg
VAR.DFC.GRA.M.RPV řkšgl
VAR.DFC.GRA.G.NRM řkšgr
VAR.DFC.GRA.G.RPV řkšgř
VAR.DFC.GRA.N.NRM řkšgw
VAR.DFC.GRA.N.RPV řkšx
VAR.DFC.GRA.A.NRM řkšgy
VAR.DFC.GRA.A.RPV řkšň
VAR.DFC.DPL.M.NRM řkšb
VAR.DFC.DPL.M.RPV řkšbl
VAR.DFC.DPL.G.NRM řkšbr
VAR.DFC.DPL.G.RPV řkšbř
VAR.DFC.DPL.N.NRM řkšbw
VAR.DFC.DPL.N.RPV řkšv
VAR.DFC.DPL.A.NRM řkšby
VAR.DFC.DPL.A.RPV řkšḑ
VAR.DFF.DEL.M.NRM řpš
VAR.DFF.DEL.M.RPV řpšl
VAR.DFF.DEL.G.NRM řpšr
VAR.DFF.DEL.G.RPV řpšř
VAR.DFF.DEL.N.NRM řpšw
VAR.DFF.DEL.N.RPV řpšm
VAR.DFF.DEL.A.NRM řpšy
VAR.DFF.DEL.A.RPV řpšn
VAR.DFF.PRX.M.NRM řpšt
VAR.DFF.PRX.M.RPV řpštl
VAR.DFF.PRX.G.NRM řpštr
VAR.DFF.PRX.G.RPV řpštř
VAR.DFF.PRX.N.NRM řpštw
VAR.DFF.PRX.N.RPV řpšth
VAR.DFF.PRX.A.NRM řpšty
VAR.DFF.PRX.A.RPV řpštç
VAR.DFF.ICP.M.NRM řpšk
VAR.DFF.ICP.M.RPV řpškl
VAR.DFF.ICP.G.NRM řpškr
VAR.DFF.ICP.G.RPV řpškř
VAR.DFF.ICP.N.NRM řpškw
VAR.DFF.ICP.N.RPV řpškh
VAR.DFF.ICP.A.NRM řpšky
VAR.DFF.ICP.A.RPV řpškç
VAR.DFF.ATV.M.NRM řpšp
VAR.DFF.ATV.M.RPV řpšpl
VAR.DFF.ATV.G.NRM řpšpr
VAR.DFF.ATV.G.RPV řpšpř
VAR.DFF.ATV.N.NRM řpšpw
VAR.DFF.ATV.N.RPV řpšph
VAR.DFF.ATV.A.NRM řpšpy
VAR.DFF.ATV.A.RPV řpšpç
VAR.DFF.GRA.M.NRM řpšg
VAR.DFF.GRA.M.RPV řpšgl
VAR.DFF.GRA.G.NRM řpšgr
VAR.DFF.GRA.G.RPV řpšgř
VAR.DFF.GRA.N.NRM řpšgw
VAR.DFF.GRA.N.RPV řpšx
VAR.DFF.GRA.A.NRM řpšgy
VAR.DFF.GRA.A.RPV řpšň
VAR.DFF.DPL.M.NRM řpšb
VAR.DFF.DPL.M.RPV řpšbl
VAR.DFF.DPL.G.NRM řpšbr
VAR.DFF.DPL.G.RPV řpšbř
VAR.DFF.DPL.N.NRM řpšbw
VAR.DFF.DPL.N.RPV řpšv
VAR.DFF.DPL.A.NRM řpšby
VAR.DFF.DPL.A.RPV řpšḑ
