CSL.UPX.DEL.M.NRM ll
VAR.MDF.PRX.M.RPV řççtl
VAR.MDF.PRX.G.NRM řççtr
VAR.MDF.PRX.G.RPV řççtř
VAR.MDF.PRX.N.NRM řççtw
VAR.MDF.PRX.N.RPV řççth
VAR.MDF.PRX.A.NRM řççty
VAR.MDF.PRX.A.RPV řççtç
VAR.MDF.ICP.M.NRM řççk
VAR.MDF.ICP.M.RPV řççkl
VAR.MDF.ICP.G.NRM řççkr
VAR.MDF.ICP.G.RPV řççkř
VAR.MDF.ICP.N.NRM řççkw
VAR.MDF.ICP.N.RPV řççkh
VAR.MDF.ICP.A.NRM řççky
VAR.MDF.ICP.A.RPV řççkç
VAR.MDF.ATV.M.NRM řççp
VAR.MDF.ATV.M.RPV řççpl
VAR.MDF.ATV.G.NRM řççpr
VAR.MDF.ATV.G.RPV řççpř
VAR.MDF.ATV.N.NRM řççpw
VAR.MDF.ATV.N.RPV řççph
VAR.MDF.ATV.A.NRM řççpy
VAR.MDF.ATV.A.RPV řççpç
VAR.MDF.GRA.M.NRM řççg
VAR.MDF.GRA.M.RPV řççgl
VAR.MDF.GRA.G.NRM řççgr
VAR.MDF.GRA.G.RPV řççgř
VAR.MDF.GRA.N.NRM řççgw
VAR.MDF.GRA.N.RPV řřxw
VAR.MDF.GRA.A.NRM řççgy
VAR.MDF.GRA.A.RPV řççň
VAR.MDF.DPL.M.NRM řççb
VAR.MDF.DPL.M.RPV řççbl
VAR.MDF.DPL.G.NRM řççbr
VAR.MDF.DPL.G.RPV řççbř
VAR.MDF.DPL.N.NRM řççbw
VAR.MDF.DPL.N.RPV řççv
VAR.MDF.DPL.A.NRM řççby
VAR.MDF.DPL.A.RPV řççḑ
VAR.MFS.DEL.M.NRM řzz
VAR.MFS.DEL.M.RPV řzzl
VAR.MFS.DEL.G.NRM řzzr
VAR.MFS.DEL.G.RPV řzzř
VAR.MFS.DEL.N.NRM řzzw
VAR.MFS.DEL.N.RPV řzzm
VAR.MFS.DEL.A.NRM řzzy
VAR.MFS.DEL.A.RPV řzzn
VAR.MFS.PRX.M.NRM řzzt
VAR.MFS.PRX.M.RPV řzztl
VAR.MFS.PRX.G.NRM řzztr
VAR.MFS.PRX.G.RPV řzztř
VAR.MFS.PRX.N.NRM řzztw
VAR.MFS.PRX.N.RPV řzzth
VAR.MFS.PRX.A.NRM řzzty
VAR.MFS.PRX.A.RPV řzztç
VAR.MFS.ICP.M.NRM řzzk
VAR.MFS.ICP.M.RPV řzzkl
VAR.MFS.ICP.G.NRM řzzkr
VAR.MFS.ICP.G.RPV řzzkř
VAR.MFS.ICP.N.NRM řzzkw
VAR.MFS.ICP.N.RPV řzzkh
VAR.MFS.ICP.A.NRM řzzky
VAR.MFS.ICP.A.RPV řzzkç
VAR.MFS.ATV.M.NRM řzzp
VAR.MFS.ATV.M.RPV řzzpl
VAR.MFS.ATV.G.NRM řzzpr
VAR.MFS.ATV.G.RPV řzzpř
VAR.MFS.ATV.N.NRM řzzpw
VAR.MFS.ATV.N.RPV řzzph
VAR.MFS.ATV.A.NRM řzzpy
VAR.MFS.ATV.A.RPV řzzpç
VAR.MFS.GRA.M.NRM řzzg
VAR.MFS.GRA.M.RPV řzzgl
VAR.MFS.GRA.G.NRM řzzgr
VAR.MFS.GRA.G.RPV řzzgř
VAR.MFS.GRA.N.NRM řzzgw
VAR.MFS.GRA.N.RPV řzzx
VAR.MFS.GRA.A.NRM řzzgy
VAR.MFS.GRA.A.RPV řzzň
VAR.MFS.DPL.M.NRM řzzb
VAR.MFS.DPL.M.RPV řzzbl
VAR.MFS.DPL.G.NRM řzzbr
VAR.MFS.DPL.G.RPV řzzbř
VAR.MFS.DPL.N.NRM řzzbw
VAR.MFS.DPL.N.RPV řzzv
VAR.MFS.DPL.A.NRM řzzby
VAR.MFS.DPL.A.RPV řzzḑ
VAR.MFC.DEL.M.NRM řžž
VAR.MFC.DEL.M.RPV řžžl
VAR.MFC.DEL.G.NRM řžžr
VAR.MFC.DEL.G.RPV řžžř
VAR.MFC.DEL.N.NRM řžžw
VAR.MFC.DEL.N.RPV řžžm
VAR.MFC.DEL.A.NRM řžžy
VAR.MFC.DEL.A.RPV řžžn
VAR.MFC.PRX.M.NRM řžžt
VAR.MFC.PRX.M.RPV řžžtl
VAR.MFC.PRX.G.NRM řžžtr
VAR.MFC.PRX.G.RPV řžžtř
VAR.MFC.PRX.N.NRM řžžtw
VAR.MFC.PRX.N.RPV řžžth
VAR.MFC.PRX.A.NRM řžžty
VAR.MFC.PRX.A.RPV řžžtç
VAR.MFC.ICP.M.NRM řžžk
VAR.MFC.ICP.M.RPV řžžkl
VAR.MFC.ICP.G.NRM řžžkr
VAR.MFC.ICP.G.RPV řžžkř
VAR.MFC.ICP.N.NRM řžžkw
VAR.MFC.ICP.N.RPV řžžkh
VAR.MFC.ICP.A.NRM řžžky
VAR.MFC.ICP.A.RPV řžžkç
VAR.MFC.ATV.M.NRM řžžp
VAR.MFC.ATV.M.RPV řžžpl
VAR.MFC.ATV.G.NRM řžžpr
VAR.MFC.ATV.G.RPV řžžpř
VAR.MFC.ATV.N.NRM řžžpw
VAR.MFC.ATV.N.RPV řžžph
VAR.MFC.ATV.A.NRM řžžpy
VAR.MFC.ATV.A.RPV řžžpç
VAR.MFC.GRA.M.NRM řžžg
VAR.MFC.GRA.M.RPV řžžgl
VAR.MFC.GRA.G.NRM řžžgr
VAR.MFC.GRA.G.RPV řžžgř
VAR.MFC.GRA.N.NRM řžžgw
VAR.MFC.GRA.N.RPV řžžx
VAR.MFC.GRA.A.NRM řžžgy
VAR.MFC.GRA.A.RPV řžžň
VAR.MFC.DPL.M.NRM řžžb
VAR.MFC.DPL.M.RPV řžžbl
VAR.MFC.DPL.G.NRM řžžbr
VAR.MFC.DPL.G.RPV řžžbř
VAR.MFC.DPL.N.NRM řžžbw
VAR.MFC.DPL.N.RPV řžžv
VAR.MFC.DPL.A.NRM řžžby
VAR.MFC.DPL.A.RPV řžžḑ
VAR.MFF.DEL.M.NRM řżż
VAR.MFF.DEL.M.RPV řżżl
VAR.MFF.DEL.G.NRM řżżr
VAR.MFF.DEL.G.RPV řżżř
VAR.MFF.DEL.N.NRM řżżw
VAR.MFF.DEL.N.RPV řżżm
VAR.MFF.DEL.A.NRM řżży
VAR.MFF.DEL.A.RPV řżżn
VAR.MFF.PRX.M.NRM řżżt
VAR.MFF.PRX.M.RPV řżżtl
VAR.MFF.PRX.G.NRM řżżtr
VAR.MFF.PRX.G.RPV řżżtř
VAR.MFF.PRX.N.NRM řżżtw
VAR.MFF.PRX.N.RPV řżżth
VAR.MFF.PRX.A.NRM řżżty
VAR.MFF.PRX.A.RPV řżżtç
VAR.MFF.ICP.M.NRM řżżk
VAR.MFF.ICP.M.RPV řżżkl
VAR.MFF.ICP.G.NRM řżżkr
VAR.MFF.ICP.G.RPV řżżkř
VAR.MFF.ICP.N.NRM řżżkw
VAR.MFF.ICP.N.RPV řżżkh
VAR.MFF.ICP.A.NRM řżżky
VAR.MFF.ICP.A.RPV řżżkç
VAR.MFF.ATV.M.NRM řżżp
VAR.MFF.ATV.M.RPV řżżpl
VAR.MFF.ATV.G.NRM řżżpr
VAR.MFF.ATV.G.RPV řżżpř
VAR.MFF.ATV.N.NRM řżżpw
VAR.MFF.ATV.N.RPV řżżph
VAR.MFF.ATV.A.NRM řżżpy
VAR.MFF.ATV.A.RPV řżżpç
VAR.MFF.GRA.M.NRM řżżg
VAR.MFF.GRA.M.RPV řżżgl
VAR.MFF.GRA.G.NRM řżżgr
VAR.MFF.GRA.G.RPV řżżgř
VAR.MFF.GRA.N.NRM řżżgw
VAR.MFF.GRA.N.RPV řżżx
VAR.MFF.GRA.A.NRM řżżgy
VAR.MFF.GRA.A.RPV řżżň
VAR.MFF.DPL.M.NRM řżżb
VAR.MFF.DPL.M.RPV řżżbl
VAR.MFF.DPL.G.NRM řżżbr
VAR.MFF.DPL.G.RPV řżżbř
VAR.MFF.DPL.N.NRM řżżbw
VAR.MFF.DPL.N.RPV řżżv
VAR.MFF.DPL.A.NRM řżżby
VAR.MFF.DPL.A.RPV řżżḑ
VAR.DSS.DEL.M.NRM řcc
VAR.DSS.DEL.M.RPV řccl
VAR.DSS.DEL.G.NRM řccr
VAR.DSS.DEL.G.RPV řccř
VAR.DSS.DEL.N.NRM řccw
VAR.DSS.DEL.N.RPV řccm
VAR.DSS.DEL.A.NRM řccy
VAR.DSS.DEL.A.RPV řccn
VAR.DSS.PRX.M.NRM řcct
VAR.DSS.PRX.M.RPV řcctl
VAR.DSS.PRX.G.NRM řcctr
VAR.DSS.PRX.G.RPV řcctř
VAR.DSS.PRX.N.NRM řcctw
VAR.DSS.PRX.N.RPV řccth
VAR.DSS.PRX.A.NRM řccty
VAR.DSS.PRX.A.RPV řcctç
VAR.DSS.ICP.M.NRM řcck
VAR.DSS.ICP.M.RPV řcckl
VAR.DSS.ICP.G.NRM řcckr
VAR.DSS.ICP.G.RPV řcckř
VAR.DSS.ICP.N.NRM řcckw
VAR.DSS.ICP.N.RPV řcckh
VAR.DSS.ICP.A.NRM řccky
VAR.DSS.ICP.A.RPV řcckç
VAR.DSS.ATV.M.NRM řccp
VAR.DSS.ATV.M.RPV řccpl
VAR.DSS.ATV.G.NRM řccpr
VAR.DSS.ATV.G.RPV řccpř
VAR.DSS.ATV.N.NRM řccpw
VAR.DSS.ATV.N.RPV řccph
VAR.DSS.ATV.A.NRM řccpy
VAR.DSS.ATV.A.RPV řccpç
VAR.DSS.GRA.M.NRM řccg
VAR.DSS.GRA.M.RPV řccgl
VAR.DSS.GRA.G.NRM řccgr
VAR.DSS.GRA.G.RPV řccgř
VAR.DSS.GRA.N.NRM řccgw
VAR.DSS.GRA.N.RPV řccx
VAR.DSS.GRA.A.NRM řccgy
VAR.DSS.GRA.A.RPV řccň
VAR.DSS.DPL.M.NRM řccb
VAR.DSS.DPL.M.RPV řccbl
VAR.DSS.DPL.G.NRM řccbr
VAR.DSS.DPL.G.RPV řccbř
VAR.DSS.DPL.N.NRM řccbw
VAR.DSS.DPL.N.RPV řccv
VAR.DSS.DPL.A.NRM řccby
VAR.DSS.DPL.A.RPV řccḑ
VAR.DSC.DEL.M.NRM řkss
VAR.DSC.DEL.M.RPV řkssl
VAR.DSC.DEL.G.NRM řkssr
VAR.DSC.DEL.G.RPV řkssř
VAR.DSC.DEL.N.NRM řkssw
VAR.DSC.DEL.N.RPV řkssm
VAR.DSC.DEL.A.NRM řkssy
VAR.DSC.DEL.A.RPV řkssn
VAR.DSC.PRX.M.NRM řksst
VAR.DSC.PRX.M.RPV řksstl
VAR.DSC.PRX.G.NRM řksstr
VAR.DSC.PRX.G.RPV řksstř
VAR.DSC.PRX.N.NRM řksstw
VAR.DSC.PRX.N.RPV řkssth
VAR.DSC.PRX.A.NRM řkssty
VAR.DSC.PRX.A.RPV řksstç
VAR.DSC.ICP.M.NRM řkssk
VAR.DSC.ICP.M.RPV řksskl
VAR.DSC.ICP.G.NRM řksskr
VAR.DSC.ICP.G.RPV řksskř
VAR.DSC.ICP.N.NRM řksskw
VAR.DSC.ICP.N.RPV řksskh
VAR.DSC.ICP.A.NRM řkssky
VAR.DSC.ICP.A.RPV řksskç
VAR.DSC.ATV.M.NRM řkssp
VAR.DSC.ATV.M.RPV řksspl
VAR.DSC.ATV.G.NRM řksspr
VAR.DSC.ATV.G.RPV řksspř
VAR.DSC.ATV.N.NRM řksspw
VAR.DSC.ATV.N.RPV řkssph
VAR.DSC.ATV.A.NRM řksspy
VAR.DSC.ATV.A.RPV řksspç
VAR.DSC.GRA.M.NRM řkssg
VAR.DSC.GRA.M.RPV řkssgl
VAR.DSC.GRA.G.NRM řkssgr
VAR.DSC.GRA.G.RPV řkssgř
VAR.DSC.GRA.N.NRM řkssgw
VAR.DSC.GRA.N.RPV řkssx
VAR.DSC.GRA.A.NRM řkssgy
VAR.DSC.GRA.A.RPV řkssň
VAR.DSC.DPL.M.NRM řkssb
VAR.DSC.DPL.M.RPV řkssbl
VAR.DSC.DPL.G.NRM řkssbr
VAR.DSC.DPL.G.RPV řkssbř
VAR.DSC.DPL.N.NRM řkssbw
VAR.DSC.DPL.N.RPV řkssv
VAR.DSC.DPL.A.NRM řkssby
VAR.DSC.DPL.A.RPV řkssḑ
VAR.DSF.DEL.M.NRM řpss
VAR.DSF.DEL.M.RPV řpssl
VAR.DSF.DEL.G.NRM řpssr
VAR.DSF.DEL.G.RPV řpssř
VAR.DSF.DEL.N.NRM řpssw
VAR.DSF.DEL.N.RPV řpssm
VAR.DSF.DEL.A.NRM řpssy
VAR.DSF.DEL.A.RPV řpssn
VAR.DSF.PRX.M.NRM řpsst
VAR.DSF.PRX.M.RPV řpsstl
VAR.DSF.PRX.G.NRM řpsstr
VAR.DSF.PRX.G.RPV řpsstř
VAR.DSF.PRX.N.NRM řpsstw
VAR.DSF.PRX.N.RPV řpssth
VAR.DSF.PRX.A.NRM řpssty
VAR.DSF.PRX.A.RPV řpsstç
VAR.DSF.ICP.M.NRM řpssk
VAR.DSF.ICP.M.RPV řpsskl
VAR.DSF.ICP.G.NRM řpsskr
VAR.DSF.ICP.G.RPV řpsskř
VAR.DSF.ICP.N.NRM řpsskw
VAR.DSF.ICP.N.RPV řpsskh
VAR.DSF.ICP.A.NRM řpssky
VAR.DSF.ICP.A.RPV řpsskç
VAR.DSF.ATV.M.NRM řpssp
VAR.DSF.ATV.M.RPV řpsspl
VAR.DSF.ATV.G.NRM řpsspr
VAR.DSF.ATV.G.RPV řpsspř
VAR.DSF.ATV.N.NRM řpsspw
VAR.DSF.ATV.N.RPV řpssph
VAR.DSF.ATV.A.NRM řpsspy
VAR.DSF.ATV.A.RPV řpsspç
VAR.DSF.GRA.M.NRM řpssg
VAR.DSF.GRA.M.RPV řpssgl
VAR.DSF.GRA.G.NRM řpssgr
VAR.DSF.GRA.G.RPV řpssgř
VAR.DSF.GRA.N.NRM řpssgw
VAR.DSF.GRA.N.RPV řpssx
VAR.DSF.GRA.A.NRM řpssgy
VAR.DSF.GRA.A.RPV řpssň
VAR.DSF.DPL.M.NRM řpssb
VAR.DSF.DPL.M.RPV řpssbl
VAR.DSF.DPL.G.NRM řpssbr
VAR.DSF.DPL.G.RPV řpssbř
VAR.DSF.DPL.N.NRM řpssbw
VAR.DSF.DPL.N.RPV řpssv
VAR.DSF.DPL.A.NRM řpssby
VAR.DSF.DPL.A.RPV řpssḑ
VAR.DDS.DEL.M.NRM řţss
VAR.DDS.DEL.M.RPV řţssl
VAR.DDS.DEL.G.NRM řţssr
VAR.DDS.DEL.G.RPV řţssř
VAR.DDS.DEL.N.NRM řţssw
VAR.DDS.DEL.N.RPV řţssm
VAR.DDS.DEL.A.NRM řţssy
VAR.DDS.DEL.A.RPV řţssn
VAR.DDS.PRX.M.NRM řţsst
VAR.DDS.PRX.M.RPV řţsstl
VAR.DDS.PRX.G.NRM řţsstr
VAR.DDS.PRX.G.RPV řţsstř
VAR.DDS.PRX.N.NRM řţsstw
VAR.DDS.PRX.N.RPV řţssth
VAR.DDS.PRX.A.NRM řţssty
VAR.DDS.PRX.A.RPV řţsstç
VAR.DDS.ICP.M.NRM řţssk
VAR.DDS.ICP.M.RPV řţsskl
VAR.DDS.ICP.G.NRM řţsskr
VAR.DDS.ICP.G.RPV řţsskř
VAR.DDS.ICP.N.NRM řţsskw
VAR.DDS.ICP.N.RPV řţsskh
VAR.DDS.ICP.A.NRM řţssky
VAR.DDS.ICP.A.RPV řţsskç
VAR.DDS.ATV.M.NRM řţssp
VAR.DDS.ATV.M.RPV řţsspl
VAR.DDS.ATV.G.NRM řţsspr
VAR.DDS.ATV.G.RPV řţsspř
VAR.DDS.ATV.N.NRM řţsspw
VAR.DDS.ATV.N.RPV řţssph
VAR.DDS.ATV.A.NRM řţsspy
VAR.DDS.ATV.A.RPV řţsspç
VAR.DDS.GRA.M.NRM řţssg
VAR.DDS.GRA.M.RPV řţssgl
VAR.DDS.GRA.G.NRM řţssgr
VAR.DDS.GRA.G.RPV řţssgř
VAR.DDS.GRA.N.NRM řţssgw
VAR.DDS.GRA.N.RPV řţssx
VAR.DDS.GRA.A.NRM řţssgy
VAR.DDS.GRA.A.RPV řţssň
VAR.DDS.DPL.M.NRM řţssb
VAR.DDS.DPL.M.RPV řţssbl
VAR.DDS.DPL.G.NRM řţssbr
VAR.DDS.DPL.G.RPV řţssbř
VAR.DDS.DPL.N.NRM řţssbw
VAR.DDS.DPL.N.RPV řţssv
VAR.DDS.DPL.A.NRM řţssby
VAR.DDS.DPL.A.RPV řţssḑ
VAR.DDC.DEL.M.NRM řfss
VAR.DDC.DEL.M.RPV řfssl
VAR.DDC.DEL.G.NRM řfssr
VAR.DDC.DEL.G.RPV řfssř
VAR.DDC.DEL.N.NRM řfssw
VAR.DDC.DEL.N.RPV řfssm
VAR.DDC.DEL.A.NRM řfssy
VAR.DDC.DEL.A.RPV řfssn
VAR.DDC.PRX.M.NRM řfsst
VAR.DDC.PRX.M.RPV řfsstl
VAR.DDC.PRX.G.NRM řfsstr
VAR.DDC.PRX.G.RPV řfsstř
VAR.DDC.PRX.N.NRM řfsstw
VAR.DDC.PRX.N.RPV řfssth
VAR.DDC.PRX.A.NRM řfssty
VAR.DDC.PRX.A.RPV řfsstç
VAR.DDC.ICP.M.NRM řfssk
VAR.DDC.ICP.M.RPV řfsskl
VAR.DDC.ICP.G.NRM řfsskr
VAR.DDC.ICP.G.RPV řfsskř
VAR.DDC.ICP.N.NRM řfsskw
VAR.DDC.ICP.N.RPV řfsskh
VAR.DDC.ICP.A.NRM řfssky
VAR.DDC.ICP.A.RPV řfsskç
VAR.DDC.ATV.M.NRM řfssp
VAR.DDC.ATV.M.RPV řfsspl
VAR.DDC.ATV.G.NRM řfsspr
VAR.DDC.ATV.G.RPV řfsspř
VAR.DDC.ATV.N.NRM řfsspw
VAR.DDC.ATV.N.RPV řfssph
VAR.DDC.ATV.A.NRM řfsspy
VAR.DDC.ATV.A.RPV řfsspç
VAR.DDC.GRA.M.NRM řfssg
VAR.DDC.GRA.M.RPV řfssgl
VAR.DDC.GRA.G.NRM řfssgr
VAR.DDC.GRA.G.RPV řfssgř
VAR.DDC.GRA.N.NRM řfssgw
VAR.DDC.GRA.N.RPV řfssx
VAR.DDC.GRA.A.NRM řfssgy
VAR.DDC.GRA.A.RPV řfssň
VAR.DDC.DPL.M.NRM řfssb
VAR.DDC.DPL.M.RPV řfssbl
VAR.DDC.DPL.G.NRM řfssbr
VAR.DDC.DPL.G.RPV řfssbř
VAR.DDC.DPL.N.NRM řfssbw
VAR.DDC.DPL.N.RPV řfssv
VAR.DDC.DPL.A.NRM řfssby
VAR.DDC.DPL.A.RPV řfssḑ
VAR.DDF.DEL.M.NRM řšš
VAR.DDF.DEL.M.RPV řššl
VAR.DDF.DEL.G.NRM řššr
VAR.DDF.DEL.G.RPV řššř
VAR.DDF.DEL.N.NRM řššw
VAR.DDF.DEL.N.RPV řššm
VAR.DDF.DEL.A.NRM řššy
VAR.DDF.DEL.A.RPV řššn
VAR.DDF.PRX.M.NRM řššt
VAR.DDF.PRX.M.RPV řšštl
VAR.DDF.PRX.G.NRM řšštr
VAR.DDF.PRX.G.RPV řšštř
VAR.DDF.PRX.N.NRM řšštw
VAR.DDF.PRX.N.RPV řššth
VAR.DDF.PRX.A.NRM řššty
VAR.DDF.PRX.A.RPV řšštç
VAR.DDF.ICP.M.NRM řššk
VAR.DDF.ICP.M.RPV řšškl
VAR.DDF.ICP.G.NRM řšškr
VAR.DDF.ICP.G.RPV řšškř
VAR.DDF.ICP.N.NRM řšškw
VAR.DDF.ICP.N.RPV řšškh
VAR.DDF.ICP.A.NRM řššky
VAR.DDF.ICP.A.RPV řšškç
VAR.DDF.ATV.M.NRM řššp
VAR.DDF.ATV.M.RPV řššpl
VAR.DDF.ATV.G.NRM řššpr
VAR.DDF.ATV.G.RPV řššpř
VAR.DDF.ATV.N.NRM řššpw
VAR.DDF.ATV.N.RPV řššph
VAR.DDF.ATV.A.NRM řššpy
VAR.DDF.ATV.A.RPV řššpç
VAR.DDF.GRA.M.NRM řššg
VAR.DDF.GRA.M.RPV řššgl
VAR.DDF.GRA.G.NRM řššgr
VAR.DDF.GRA.G.RPV řššgř
VAR.DDF.GRA.N.NRM řššgw
VAR.DDF.GRA.N.RPV řššx
VAR.DDF.GRA.A.NRM řššgy
VAR.DDF.GRA.A.RPV řššň
VAR.DDF.DPL.M.NRM řššb
VAR.DDF.DPL.M.RPV řššbl
VAR.DDF.DPL.G.NRM řššbr
VAR.DDF.DPL.G.RPV řššbř
VAR.DDF.DPL.N.NRM řššbw
VAR.DDF.DPL.N.RPV řššv
VAR.DDF.DPL.A.NRM řššby
VAR.DDF.DPL.A.RPV řššḑ
VAR.DFS.DEL.M.NRM řčč
VAR.DFS.DEL.M.RPV řččl
VAR.DFS.DEL.G.NRM řččr
VAR.DFS.DEL.G.RPV řččř
VAR.DFS.DEL.N.NRM řččw
VAR.DFS.DEL.N.RPV řččm
VAR.DFS.DEL.A.NRM řččy
VAR.DFS.DEL.A.RPV řččn
VAR.DFS.PRX.M.NRM řččt
VAR.DFS.PRX.M.RPV řččtl
VAR.DFS.PRX.G.NRM řččtr
VAR.DFS.PRX.G.RPV řččtř
VAR.DFS.PRX.N.NRM řččtw
VAR.DFS.PRX.N.RPV řččth
VAR.DFS.PRX.A.NRM řččty
VAR.DFS.PRX.A.RPV řččtç
VAR.DFS.ICP.M.NRM řččk
VAR.DFS.ICP.M.RPV řččkl
VAR.DFS.ICP.G.NRM řččkr
VAR.DFS.ICP.G.RPV řččkř
VAR.DFS.ICP.N.NRM řččkw
VAR.DFS.ICP.N.RPV řččkh
VAR.DFS.ICP.A.NRM řččky
VAR.DFS.ICP.A.RPV řččkç
VAR.DFS.ATV.M.NRM řččp
VAR.DFS.ATV.M.RPV řččpl
VAR.DFS.ATV.G.NRM řččpr
VAR.DFS.ATV.G.RPV řččpř
VAR.DFS.ATV.N.NRM řččpw
VAR.DFS.ATV.N.RPV řččph
VAR.DFS.ATV.A.NRM řččpy
VAR.DFS.ATV.A.RPV řččpç
VAR.DFS.GRA.M.NRM řččg
VAR.DFS.GRA.M.RPV řččgl
VAR.DFS.GRA.G.NRM řččgr
VAR.DFS.GRA.G.RPV řččgř
VAR.DFS.GRA.N.NRM řččgw
VAR.DFS.GRA.N.RPV řččx
VAR.DFS.GRA.A.NRM řččgy
VAR.DFS.GRA.A.RPV řččň
VAR.DFS.DPL.M.NRM řččb
VAR.DFS.DPL.M.RPV řččbl
VAR.DFS.DPL.G.NRM řččbr
VAR.DFS.DPL.G.RPV řččbř
VAR.DFS.DPL.N.NRM řččbw
VAR.DFS.DPL.N.RPV řččv
VAR.DFS.DPL.A.NRM řččby
VAR.DFS.DPL.A.RPV řččḑ
VAR.DFC.DEL.M.NRM řkšš
VAR.DFC.DEL.M.RPV řkššl
VAR.DFC.DEL.G.NRM řkššr
VAR.DFC.DEL.G.RPV řkššř
VAR.DFC.DEL.N.NRM řkššw
VAR.DFC.DEL.N.RPV řkššm
VAR.DFC.DEL.A.NRM řkššy
VAR.DFC.DEL.A.RPV řkššn
VAR.DFC.PRX.M.NRM řkššt
VAR.DFC.PRX.M.RPV řkšštl
VAR.DFC.PRX.G.NRM řkšštr
VAR.DFC.PRX.G.RPV řkšštř
VAR.DFC.PRX.N.NRM řkšštw
VAR.DFC.PRX.N.RPV řkššth
VAR.DFC.PRX.A.NRM řkššty
VAR.DFC.PRX.A.RPV řkšštç
VAR.DFC.ICP.M.NRM řkššk
VAR.DFC.ICP.M.RPV řkšškl
VAR.DFC.ICP.G.NRM řkšškr
VAR.DFC.ICP.G.RPV řkšškř
VAR.DFC.ICP.N.NRM řkšškw
VAR.DFC.ICP.N.RPV řkšškh
VAR.DFC.ICP.A.NRM řkššky
VAR.DFC.ICP.A.RPV řkšškç
VAR.DFC.ATV.M.NRM řkššp
VAR.DFC.ATV.M.RPV řkššpl
VAR.DFC.ATV.G.NRM řkššpr
VAR.DFC.ATV.G.RPV řkššpř
VAR.DFC.ATV.N.NRM řkššpw
VAR.DFC.ATV.N.RPV řkššph
VAR.DFC.ATV.A.NRM řkššpy
VAR.DFC.ATV.A.RPV řkššpç
VAR.DFC.GRA.M.NRM řkššg
VAR.DFC.GRA.M.RPV řkššgl
VAR.DFC.GRA.G.NRM řkššgr
VAR.DFC.GRA.G.RPV řkššgř
VAR.DFC.GRA.N.NRM řkššgw
VAR.DFC.GRA.N.RPV řkššx
VAR.DFC.GRA.A.NRM řkššgy
VAR.DFC.GRA.A.RPV řkššň
VAR.DFC.DPL.M.NRM řkššb
VAR.DFC.DPL.M.RPV řkššbl
VAR.DFC.DPL.G.NRM řkššbr
VAR.DFC.DPL.G.RPV řkššbř
VAR.DFC.DPL.N.NRM řkššbw
VAR.DFC.DPL.N.RPV řkššv
VAR.DFC.DPL.A.NRM řkššby
VAR.DFC.DPL.A.RPV řkššḑ
VAR.DFF.DEL.M.NRM řpšš
VAR.DFF.DEL.M.RPV řpššl
VAR.DFF.DEL.G.NRM řpššr
VAR.DFF.DEL.G.RPV řpššř
VAR.DFF.DEL.N.NRM řpššw
VAR.DFF.DEL.N.RPV řpššm
VAR.DFF.DEL.A.NRM řpššy
VAR.DFF.DEL.A.RPV řpššn
VAR.DFF.PRX.M.NRM řpššt
VAR.DFF.PRX.M.RPV řpšštl
VAR.DFF.PRX.G.NRM řpšštr
VAR.DFF.PRX.G.RPV řpšštř
VAR.DFF.PRX.N.NRM řpšštw
VAR.DFF.PRX.N.RPV řpššth
VAR.DFF.PRX.A.NRM řpššty
VAR.DFF.PRX.A.RPV řpšštç
VAR.DFF.ICP.M.NRM řpššk
VAR.DFF.ICP.M.RPV řpšškl
VAR.DFF.ICP.G.NRM řpšškr
VAR.DFF.ICP.G.RPV řpšškř
VAR.DFF.ICP.N.NRM řpšškw
VAR.DFF.ICP.N.RPV řpšškh
VAR.DFF.ICP.A.NRM řpššky
VAR.DFF.ICP.A.RPV řpšškç
VAR.DFF.ATV.M.NRM řpššp
VAR.DFF.ATV.M.RPV řpššpl
VAR.DFF.ATV.G.NRM řpššpr
VAR.DFF.ATV.G.RPV řpššpř
VAR.DFF.ATV.N.NRM řpššpw
VAR.DFF.ATV.N.RPV řpššph
VAR.DFF.ATV.A.NRM řpššpy
VAR.DFF.ATV.A.RPV řpššpç
VAR.DFF.GRA.M.NRM řpššg
VAR.DFF.GRA.M.RPV řpššgl
VAR.DFF.GRA.G.NRM řpššgr
VAR.DFF.GRA.G.RPV řpššgř
VAR.DFF.GRA.N.NRM řpššgw
VAR.DFF.GRA.N.RPV řpššx
VAR.DFF.GRA.A.NRM řpššgy
VAR.DFF.GRA.A.RPV řpššň
VAR.DFF.DPL.M.NRM řpššb
VAR.DFF.DPL.M.RPV řpššbl
VAR.DFF.DPL.G.NRM řpššbr
VAR.DFF.DPL.G.RPV řpššbř
VAR.DFF.DPL.N.NRM řpššbw
VAR.DFF.DPL.N.RPV řpššv
VAR.DFF.DPL.A.NRM řpššby
VAR.DFF.DPL.A.RPV řpššḑ
